,policy_tenure,area_cluster,length,steering_type,turning_radius,width,height,torque,is_claim
556,14,11,3731,1,5.0,1579,1490,5,0
557,61,5,3445,0,4.6,1515,1475,1,0
558,58,4,3845,1,4.8,1735,1530,3,0
559,100,12,3845,1,4.8,1735,1530,3,0
560,31,13,3995,1,4.9,1695,1501,4,0
561,100,1,3845,1,4.8,1735,1530,3,1
562,68,2,3445,0,4.6,1515,1475,1,0
563,32,15,3445,0,4.6,1515,1475,1,0
564,96,4,3845,1,4.8,1735,1530,3,0
565,86,4,3845,1,4.8,1735,1530,3,0
566,87,6,4300,0,5.2,1790,1635,0,0
567,101,12,4300,0,5.2,1790,1635,0,0
568,0,11,3445,0,4.6,1515,1475,1,0
569,101,4,3845,1,4.8,1735,1530,3,0
570,2,3,3655,0,4.7,1620,1675,2,0
571,12,4,4300,0,5.2,1790,1635,0,0
572,38,4,3655,0,4.7,1620,1675,2,1
573,0,2,3655,0,4.7,1620,1675,2,0
574,69,5,3445,0,4.6,1515,1475,1,0
575,7,1,3845,1,4.8,1735,1530,3,0
576,93,6,4300,0,5.2,1790,1635,0,0
577,30,10,3995,1,4.9,1695,1501,4,0
578,7,13,4300,0,5.2,1790,1635,0,0
579,103,10,3845,1,4.8,1735,1530,3,0
580,87,10,3845,1,4.8,1735,1530,3,0
581,60,17,3445,0,4.6,1515,1475,1,0
582,7,5,3995,1,4.9,1695,1501,4,0
583,19,2,3445,0,4.6,1515,1475,1,0
584,9,1,3445,0,4.6,1515,1475,1,0
585,73,2,3445,0,4.6,1515,1475,1,0
586,66,4,3845,1,4.8,1735,1530,3,0
587,45,1,3445,0,4.6,1515,1475,1,0
588,8,18,3845,1,4.8,1735,1530,3,0
589,24,12,3655,0,4.7,1620,1675,2,0
590,42,4,4300,0,5.2,1790,1635,0,0
591,3,2,3990,1,5.0,1755,1523,4,0
592,93,11,3845,1,4.8,1735,1530,3,1
593,15,6,3655,0,4.7,1620,1675,2,0
594,100,10,4300,0,5.2,1790,1635,0,0
595,10,4,3845,1,4.8,1735,1530,3,0
596,84,8,3731,1,5.0,1579,1490,5,1
597,8,13,3731,1,5.0,1579,1490,5,0
598,33,1,3445,0,4.6,1515,1475,1,0
599,41,18,3445,0,4.6,1515,1475,1,0
600,53,10,3995,1,4.9,1695,1501,4,0
601,90,4,3845,1,4.8,1735,1530,3,0
602,6,4,3655,0,4.7,1620,1675,2,0
603,98,10,3990,1,5.0,1755,1523,4,0
604,74,13,3445,0,4.6,1515,1475,1,0
605,5,4,4300,0,5.2,1790,1635,0,0
606,25,4,3845,1,4.8,1735,1530,3,0
607,44,6,3445,0,4.6,1515,1475,1,0
608,86,4,4300,0,5.2,1790,1635,0,1
609,30,6,3845,1,4.8,1735,1530,3,0
610,3,1,3445,0,4.6,1515,1475,1,0
611,3,10,3845,1,4.8,1735,1530,3,0
612,30,6,3995,1,4.8,1735,1515,3,0
613,10,2,4300,0,5.2,1790,1635,0,0
614,49,2,3845,1,4.8,1735,1530,3,0
615,42,1,3445,0,4.6,1515,1475,1,0
616,0,13,4300,0,5.2,1790,1635,0,0
617,8,0,3445,0,4.6,1515,1475,1,0
618,96,13,3995,1,4.9,1695,1501,4,0
619,36,1,3445,0,4.6,1515,1475,1,0
620,23,6,3990,1,4.85,1745,1500,3,0
621,9,4,3445,0,4.6,1515,1475,1,0
622,88,11,3990,1,4.85,1745,1500,3,1
623,92,10,4300,0,5.2,1790,1635,0,0
624,35,5,3445,0,4.6,1515,1475,1,0
625,7,13,3655,0,4.7,1620,1675,2,0
626,78,2,3845,1,4.8,1735,1530,3,0
627,11,4,4300,0,5.2,1790,1635,0,0
628,37,4,3445,0,4.6,1515,1475,1,0
629,29,2,3445,0,4.6,1515,1475,1,0
630,95,4,4300,0,5.2,1790,1635,0,0
631,17,6,3845,1,4.8,1735,1530,3,0
632,91,4,3655,0,4.7,1620,1675,2,0
633,49,6,3445,0,4.6,1515,1475,1,0
634,73,19,4300,0,5.2,1790,1635,0,0
635,75,1,3445,0,4.6,1515,1475,1,0
636,16,3,3445,0,4.6,1515,1475,1,0
637,94,4,3845,1,4.8,1735,1530,3,1
638,73,3,4300,0,5.2,1790,1635,0,0
639,47,4,3655,0,4.7,1620,1675,2,0
640,91,4,3990,1,5.0,1755,1523,4,0
641,7,2,3731,1,5.0,1579,1490,5,0
642,26,4,3990,1,5.0,1755,1523,4,0
643,91,4,3995,1,4.8,1735,1515,3,0
644,1,4,3845,1,4.8,1735,1530,3,0
645,85,7,4300,0,5.2,1790,1635,0,0
646,101,11,3990,1,5.0,1755,1523,4,0
647,13,1,3995,1,4.8,1735,1515,3,1
648,92,11,3731,1,5.0,1579,1490,5,0
649,45,6,3845,1,4.8,1735,1530,3,0
650,6,13,4300,0,5.2,1790,1635,0,0
651,80,19,3445,0,4.6,1515,1475,1,0
652,14,6,3445,0,4.6,1515,1475,1,0
653,7,4,4300,0,5.2,1790,1635,0,0
654,54,4,4300,0,5.2,1790,1635,0,0
655,63,2,3445,0,4.6,1515,1475,1,0
656,10,3,3445,0,4.6,1515,1475,1,0
657,12,1,4300,0,5.2,1790,1635,0,0
658,3,4,4300,0,5.2,1790,1635,0,0
659,33,4,3990,1,4.85,1745,1500,3,0
660,0,5,3445,0,4.6,1515,1475,1,0
661,99,4,3845,1,4.8,1735,1530,3,0
662,9,21,3990,1,5.0,1755,1523,4,0
663,23,2,3995,1,4.8,1735,1515,3,0
664,7,2,3995,1,4.8,1735,1515,3,0
665,95,4,3845,1,4.8,1735,1530,3,0
666,8,1,3445,0,4.6,1515,1475,1,0
667,90,4,3995,1,4.9,1695,1501,4,0
668,93,3,3845,1,4.8,1735,1530,3,0
669,68,3,4300,0,5.2,1790,1635,0,0
670,29,8,3990,1,4.85,1745,1500,3,0
671,6,4,3445,0,4.6,1515,1475,1,0
672,3,1,3445,0,4.6,1515,1475,1,0
673,0,1,4300,0,5.2,1790,1635,0,0
674,2,6,4300,0,5.2,1790,1635,0,0
675,45,4,4300,0,5.2,1790,1635,0,0
676,10,4,3655,0,4.7,1620,1675,2,0
677,84,1,4300,0,5.2,1790,1635,0,0
678,8,6,3990,1,4.85,1745,1500,3,0
679,20,1,3655,0,4.7,1620,1675,2,0
680,78,4,3845,1,4.8,1735,1530,3,0
681,13,0,3445,0,4.6,1515,1475,1,0
682,19,1,3445,0,4.6,1515,1475,1,0
683,55,1,3445,0,4.6,1515,1475,1,0
684,16,21,3845,1,4.8,1735,1530,3,0
685,87,4,4300,0,5.2,1790,1635,0,0
686,100,10,4300,0,5.2,1790,1635,0,0
687,100,4,4300,0,5.2,1790,1635,0,0
688,0,0,3995,1,4.8,1735,1515,3,0
689,89,12,3845,1,4.8,1735,1530,3,1
690,78,5,3845,1,4.8,1735,1530,3,0
691,85,4,3990,1,4.85,1745,1500,3,0
692,103,4,4300,0,5.2,1790,1635,0,0
693,12,6,3445,0,4.6,1515,1475,1,0
694,30,6,4300,0,5.2,1790,1635,0,0
695,65,13,3990,1,4.85,1745,1500,3,0
696,37,2,4300,0,5.2,1790,1635,0,0
697,7,13,3995,1,4.9,1695,1501,4,0
698,97,18,3445,0,4.6,1515,1475,1,0
699,21,10,3445,0,4.6,1515,1475,1,0
700,2,6,3445,0,4.6,1515,1475,1,0
701,7,6,4300,0,5.2,1790,1635,0,0
702,51,4,3445,0,4.6,1515,1475,1,0
703,41,4,4300,0,5.2,1790,1635,0,0
704,8,3,3845,1,4.8,1735,1530,3,0
705,99,4,4300,0,5.2,1790,1635,0,0
706,58,4,3990,1,4.85,1745,1500,3,1
707,16,4,3445,0,4.6,1515,1475,1,0
708,33,17,3445,0,4.6,1515,1475,1,0
709,42,6,4300,0,5.2,1790,1635,0,0
710,70,12,3845,1,4.8,1735,1530,3,0
711,9,1,3445,0,4.6,1515,1475,1,1
712,1,4,3845,1,4.8,1735,1530,3,0
713,8,2,3990,1,5.0,1755,1523,4,0
714,2,6,3445,0,4.6,1515,1475,1,0
715,63,1,3731,1,5.0,1579,1490,5,0
716,19,11,4300,0,5.2,1790,1635,0,0
717,89,11,3845,1,4.8,1735,1530,3,0
718,48,2,3845,1,4.8,1735,1530,3,0
719,81,13,3845,1,4.8,1735,1530,3,0
720,102,1,3845,1,4.8,1735,1530,3,1
721,87,0,4300,0,5.2,1790,1635,0,0
722,8,6,4300,0,5.2,1790,1635,0,0
723,56,5,3445,0,4.6,1515,1475,1,0
724,28,1,3655,0,4.7,1620,1675,2,0
725,21,6,4300,0,5.2,1790,1635,0,0
726,89,11,4300,0,5.2,1790,1635,0,0
727,85,11,3731,1,5.0,1579,1490,5,0
728,36,6,4300,0,5.2,1790,1635,0,0
729,44,1,3845,1,4.8,1735,1530,3,0
730,18,10,4300,0,5.2,1790,1635,0,0
731,44,3,3845,1,4.8,1735,1530,3,0
732,102,11,4300,0,5.2,1790,1635,0,0
733,19,6,3845,1,4.8,1735,1530,3,1
734,26,2,3445,0,4.6,1515,1475,1,0
735,88,4,3845,1,4.8,1735,1530,3,0
736,19,4,3845,1,4.8,1735,1530,3,0
737,84,3,3675,2,4.5,1475,1825,6,0
738,94,3,3845,1,4.8,1735,1530,3,0
739,84,10,3993,0,5.1,1811,1606,7,0
740,91,4,4300,0,5.2,1790,1635,0,1
741,7,1,3675,2,4.5,1475,1825,6,0
742,94,3,3675,2,4.5,1475,1825,6,0
743,7,6,3445,0,4.6,1515,1475,1,0
744,0,4,3675,2,4.5,1475,1825,6,0
745,6,2,3731,1,5.0,1579,1490,5,0
746,16,4,3990,1,4.85,1745,1500,3,0
747,4,4,3995,1,4.8,1735,1515,3,0
748,97,4,3845,1,4.8,1735,1530,3,0
749,88,4,4300,0,5.2,1790,1635,0,0
750,45,1,3990,1,4.85,1745,1500,3,0
751,5,2,3655,0,4.7,1620,1675,2,0
752,35,4,3655,0,4.7,1620,1675,2,0
753,91,4,4300,0,5.2,1790,1635,0,0
754,90,7,4300,0,5.2,1790,1635,0,0
755,39,4,3731,1,5.0,1579,1490,5,1
756,69,6,3990,1,5.0,1755,1523,4,1
757,86,10,3845,1,4.8,1735,1530,3,0
758,86,6,3845,1,4.8,1735,1530,3,0
759,49,0,4300,0,5.2,1790,1635,0,0
760,99,4,3845,1,4.8,1735,1530,3,0
761,85,4,3845,1,4.8,1735,1530,3,1
762,16,20,3845,1,4.8,1735,1530,3,0
763,58,11,3655,0,4.7,1620,1675,2,0
764,64,6,4300,0,5.2,1790,1635,0,0
765,85,0,3845,1,4.8,1735,1530,3,1
766,41,1,3655,0,4.7,1620,1675,2,0
767,12,4,3445,0,4.6,1515,1475,1,0
768,63,6,4300,0,5.2,1790,1635,0,0
769,79,4,3845,1,4.8,1735,1530,3,0
770,94,13,3445,0,4.6,1515,1475,1,0
771,27,1,3445,0,4.6,1515,1475,1,0
772,91,3,3845,1,4.8,1735,1530,3,0
773,87,6,4300,0,5.2,1790,1635,0,0
774,0,10,3995,1,4.8,1735,1515,3,0
775,32,2,3845,1,4.8,1735,1530,3,0
776,12,6,3845,1,4.8,1735,1530,3,0
777,66,6,4300,0,5.2,1790,1635,0,0
778,14,4,3845,1,4.8,1735,1530,3,0
779,82,1,3845,1,4.8,1735,1530,3,0
780,6,4,3845,1,4.8,1735,1530,3,0
781,1,2,3845,1,4.8,1735,1530,3,0
782,97,4,3845,1,4.8,1735,1530,3,0
783,100,11,3995,1,4.9,1695,1501,4,0
784,5,13,3445,0,4.6,1515,1475,1,0
785,100,10,4300,0,5.2,1790,1635,0,0
786,6,3,3731,1,5.0,1579,1490,5,0
787,41,1,3445,0,4.6,1515,1475,1,1
788,96,11,3845,1,4.8,1735,1530,3,0
789,91,4,3445,0,4.6,1515,1475,1,0
790,22,2,3445,0,4.6,1515,1475,1,0
791,13,11,3731,1,5.0,1579,1490,5,0
792,14,5,3445,0,4.6,1515,1475,1,1
793,22,3,3655,0,4.7,1620,1675,2,0
794,31,10,4300,0,5.2,1790,1635,0,0
795,87,6,3845,1,4.8,1735,1530,3,0
796,87,4,3731,1,5.0,1579,1490,5,0
797,17,2,3845,1,4.8,1735,1530,3,0
798,41,6,3731,1,5.0,1579,1490,5,0
799,48,10,3675,2,4.5,1475,1825,6,0
800,27,19,3445,0,4.6,1515,1475,1,1
801,89,6,4300,0,5.2,1790,1635,0,0
802,5,4,3655,0,4.7,1620,1675,2,0
803,5,2,3445,0,4.6,1515,1475,1,0
804,45,6,3995,1,4.9,1695,1501,4,0
805,43,2,3845,1,4.8,1735,1530,3,0
806,91,4,4300,0,5.2,1790,1635,0,0
807,2,6,3445,0,4.6,1515,1475,1,0
808,32,3,3675,2,4.5,1475,1825,6,0
809,64,4,3845,1,4.8,1735,1530,3,0
810,96,10,3845,1,4.8,1735,1530,3,1
811,102,6,3731,1,5.0,1579,1490,5,0
812,103,7,3845,1,4.8,1735,1530,3,0
813,46,2,3675,2,4.5,1475,1825,6,0
814,7,8,3845,1,4.8,1735,1530,3,0
815,19,8,3445,0,4.6,1515,1475,1,0
816,86,12,3993,0,5.1,1811,1606,7,0
817,68,1,3655,0,4.7,1620,1675,2,0
818,102,2,3993,0,5.1,1811,1606,7,0
819,10,0,4300,0,5.2,1790,1635,0,0
820,72,4,3995,1,4.8,1735,1515,3,0
821,82,6,3731,1,5.0,1579,1490,5,0
822,86,4,4300,0,5.2,1790,1635,0,0
823,6,1,4300,0,5.2,1790,1635,0,0
824,7,19,4300,0,5.2,1790,1635,0,0
825,55,4,4300,0,5.2,1790,1635,0,0
826,0,13,3845,1,4.8,1735,1530,3,0
827,0,3,3731,1,5.0,1579,1490,5,0
828,16,2,3445,0,4.6,1515,1475,1,0
829,44,1,3445,0,4.6,1515,1475,1,0
830,93,6,4300,0,5.2,1790,1635,0,0
831,92,1,3445,0,4.6,1515,1475,1,0
832,87,4,4300,0,5.2,1790,1635,0,0
833,41,1,4300,0,5.2,1790,1635,0,0
834,92,4,4300,0,5.2,1790,1635,0,0
835,97,11,3845,1,4.8,1735,1530,3,0
836,3,11,3845,1,4.8,1735,1530,3,0
837,65,3,3445,0,4.6,1515,1475,1,1
838,10,1,3445,0,4.6,1515,1475,1,0
839,68,6,3845,1,4.8,1735,1530,3,0
840,87,4,3990,1,4.85,1745,1500,3,1
841,27,6,3655,0,4.7,1620,1675,2,0
842,47,1,3445,0,4.6,1515,1475,1,0
843,7,13,3995,1,4.9,1695,1501,4,0
844,40,18,4300,0,5.2,1790,1635,0,0
845,84,10,3445,0,4.6,1515,1475,1,0
846,92,0,3845,1,4.8,1735,1530,3,0
847,77,10,4300,0,5.2,1790,1635,0,0
848,51,4,3655,0,4.7,1620,1675,2,0
849,41,3,3995,1,4.9,1695,1501,4,0
850,43,17,4300,0,5.2,1790,1635,0,0
851,81,4,4300,0,5.2,1790,1635,0,0
852,47,8,3993,0,5.1,1811,1606,7,0
853,86,3,3445,0,4.6,1515,1475,1,0
854,86,11,3655,0,4.7,1620,1675,2,0
855,100,11,4300,0,5.2,1790,1635,0,0
856,27,1,3445,0,4.6,1515,1475,1,0
857,91,4,3995,1,4.9,1695,1501,4,0
858,69,6,3845,1,4.8,1735,1530,3,0
859,98,15,4300,0,5.2,1790,1635,0,0
860,7,10,4300,0,5.2,1790,1635,0,0
861,61,6,3845,1,4.8,1735,1530,3,1
862,87,6,3845,1,4.8,1735,1530,3,0
863,49,1,3445,0,4.6,1515,1475,1,0
864,32,10,3845,1,4.8,1735,1530,3,0
865,78,4,4300,0,5.2,1790,1635,0,0
866,28,3,4300,0,5.2,1790,1635,0,0
867,37,3,3445,0,4.6,1515,1475,1,0
868,44,19,4300,0,5.2,1790,1635,0,0
869,86,4,4300,0,5.2,1790,1635,0,0
870,91,11,3445,0,4.6,1515,1475,1,0
871,22,2,3445,0,4.6,1515,1475,1,0
872,79,2,3445,0,4.6,1515,1475,1,0
873,7,1,3731,1,5.0,1579,1490,5,0
874,43,10,3845,1,4.8,1735,1530,3,0
875,33,4,4300,0,5.2,1790,1635,0,0
876,49,0,4300,0,5.2,1790,1635,0,0
877,93,6,4300,0,5.2,1790,1635,0,0
878,18,11,3845,1,4.8,1735,1530,3,0
879,5,2,3655,0,4.7,1620,1675,2,0
880,12,6,3845,1,4.8,1735,1530,3,0
881,12,8,3995,1,4.9,1695,1501,4,0
882,97,10,3731,1,5.0,1579,1490,5,0
883,74,12,4300,0,5.2,1790,1635,0,0
884,3,8,3445,0,4.6,1515,1475,1,0
885,51,1,4300,0,5.2,1790,1635,0,0
886,94,6,3995,1,4.9,1695,1501,4,0
887,8,13,4300,0,5.2,1790,1635,0,0
888,99,6,4300,0,5.2,1790,1635,0,0
889,89,8,3845,1,4.8,1735,1530,3,0
890,12,3,3445,0,4.6,1515,1475,1,0
891,23,3,4300,0,5.2,1790,1635,0,0
892,17,2,3445,0,4.6,1515,1475,1,0
893,102,4,3845,1,4.8,1735,1530,3,0
894,99,1,3990,1,4.85,1745,1500,3,0
895,25,18,3445,0,4.6,1515,1475,1,0
896,37,8,3655,0,4.7,1620,1675,2,0
897,33,12,3731,1,5.0,1579,1490,5,0
898,6,4,3845,1,4.8,1735,1530,3,0
899,23,0,3445,0,4.6,1515,1475,1,0
900,6,6,3445,0,4.6,1515,1475,1,0
901,63,2,3445,0,4.6,1515,1475,1,0
902,93,6,3445,0,4.6,1515,1475,1,0
903,93,10,4300,0,5.2,1790,1635,0,0
904,23,2,4300,0,5.2,1790,1635,0,0
905,11,6,3445,0,4.6,1515,1475,1,0
906,52,2,3445,0,4.6,1515,1475,1,0
907,85,11,3845,1,4.8,1735,1530,3,0
908,88,3,4300,0,5.2,1790,1635,0,0
909,13,9,3445,0,4.6,1515,1475,1,1
910,7,10,3655,0,4.7,1620,1675,2,0
911,100,6,3845,1,4.8,1735,1530,3,0
912,100,2,3845,1,4.8,1735,1530,3,0
913,28,11,3675,2,4.5,1475,1825,6,0
914,23,13,3445,0,4.6,1515,1475,1,0
915,74,6,3445,0,4.6,1515,1475,1,0
916,49,6,3445,0,4.6,1515,1475,1,0
917,74,6,3445,0,4.6,1515,1475,1,0
918,7,1,3990,1,4.85,1745,1500,3,0
919,98,10,4300,0,5.2,1790,1635,0,0
920,16,11,3445,0,4.6,1515,1475,1,0
921,86,1,3845,1,4.8,1735,1530,3,0
922,7,2,3845,1,4.8,1735,1530,3,0
923,6,12,3845,1,4.8,1735,1530,3,0
924,33,18,3445,0,4.6,1515,1475,1,0
925,81,13,3445,0,4.6,1515,1475,1,0
926,94,4,3845,1,4.8,1735,1530,3,0
927,97,6,3990,1,4.85,1745,1500,3,0
928,33,1,4300,0,5.2,1790,1635,0,0
929,24,4,4300,0,5.2,1790,1635,0,0
930,23,0,3845,1,4.8,1735,1530,3,0
931,20,6,3445,0,4.6,1515,1475,1,0
932,0,18,3445,0,4.6,1515,1475,1,0
933,94,18,4300,0,5.2,1790,1635,0,0
934,8,2,3845,1,4.8,1735,1530,3,0
935,63,1,3445,0,4.6,1515,1475,1,0
936,50,2,3445,0,4.6,1515,1475,1,0
937,86,4,4300,0,5.2,1790,1635,0,0
938,50,4,3845,1,4.8,1735,1530,3,0
939,8,4,4300,0,5.2,1790,1635,0,0
940,102,7,3845,1,4.8,1735,1530,3,0
941,7,3,3845,1,4.8,1735,1530,3,0
942,93,4,4300,0,5.2,1790,1635,0,0
943,77,2,3845,1,4.8,1735,1530,3,0
944,7,2,4300,0,5.2,1790,1635,0,0
945,85,1,4300,0,5.2,1790,1635,0,0
946,13,10,4300,0,5.2,1790,1635,0,0
947,7,6,3655,0,4.7,1620,1675,2,0
948,99,4,4300,0,5.2,1790,1635,0,0
949,46,5,3445,0,4.6,1515,1475,1,0
950,68,2,4300,0,5.2,1790,1635,0,0
951,102,8,3845,1,4.8,1735,1530,3,0
952,20,1,3655,0,4.7,1620,1675,2,0
953,86,6,3845,1,4.8,1735,1530,3,0
954,89,12,3995,1,4.9,1695,1501,4,0
955,12,13,3655,0,4.7,1620,1675,2,0
956,76,13,4300,0,5.2,1790,1635,0,1
957,33,10,4300,0,5.2,1790,1635,0,0
958,98,4,4300,0,5.2,1790,1635,0,0
959,84,4,3845,1,4.8,1735,1530,3,0
960,43,3,3445,0,4.6,1515,1475,1,0
961,10,1,3445,0,4.6,1515,1475,1,0
962,24,3,3655,0,4.7,1620,1675,2,0
963,103,10,3845,1,4.8,1735,1530,3,0
964,98,4,3845,1,4.8,1735,1530,3,0
965,12,19,3445,0,4.6,1515,1475,1,0
966,68,10,4300,0,5.2,1790,1635,0,0
967,87,3,3845,1,4.8,1735,1530,3,0
968,88,8,3445,0,4.6,1515,1475,1,0
969,100,2,3655,0,4.7,1620,1675,2,0
970,62,1,3445,0,4.6,1515,1475,1,0
971,7,19,3845,1,4.8,1735,1530,3,0
972,95,4,3845,1,4.8,1735,1530,3,0
973,79,4,3845,1,4.8,1735,1530,3,0
974,7,2,4300,0,5.2,1790,1635,0,0
975,0,4,3845,1,4.8,1735,1530,3,0
976,89,11,4300,0,5.2,1790,1635,0,0
977,55,3,3731,1,5.0,1579,1490,5,0
978,12,3,3845,1,4.8,1735,1530,3,0
979,67,0,3445,0,4.6,1515,1475,1,0
980,18,0,3445,0,4.6,1515,1475,1,0
981,2,8,4300,0,5.2,1790,1635,0,0
982,103,0,3995,1,4.8,1735,1515,3,0
983,6,1,4300,0,5.2,1790,1635,0,0
984,91,4,4300,0,5.2,1790,1635,0,1
985,87,10,3990,1,4.85,1745,1500,3,0
986,100,11,3445,0,4.6,1515,1475,1,1
987,2,7,3655,0,4.7,1620,1675,2,0
988,102,11,3845,1,4.8,1735,1530,3,0
989,103,11,3655,0,4.7,1620,1675,2,0
990,85,4,4300,0,5.2,1790,1635,0,0
991,46,2,3445,0,4.6,1515,1475,1,0
992,8,15,3655,0,4.7,1620,1675,2,0
993,100,6,3845,1,4.8,1735,1530,3,1
994,49,1,3445,0,4.6,1515,1475,1,0
995,103,11,3995,1,4.8,1735,1515,3,0
996,24,4,3445,0,4.6,1515,1475,1,0
997,4,1,3445,0,4.6,1515,1475,1,0
998,104,4,3731,1,5.0,1579,1490,5,0
999,86,7,3445,0,4.6,1515,1475,1,0
1000,1,2,3445,0,4.6,1515,1475,1,1
1001,103,11,4300,0,5.2,1790,1635,0,0
1002,21,2,4300,0,5.2,1790,1635,0,0
1003,93,21,3995,1,4.9,1695,1501,4,0
1004,82,6,3845,1,4.8,1735,1530,3,0
1005,7,6,3995,1,4.8,1735,1515,3,0
1006,66,14,3445,0,4.6,1515,1475,1,0
1007,87,4,4300,0,5.2,1790,1635,0,0
1008,99,4,4300,0,5.2,1790,1635,0,0
1009,50,1,3445,0,4.6,1515,1475,1,0
1010,82,5,3445,0,4.6,1515,1475,1,0
1011,49,4,4300,0,5.2,1790,1635,0,0
1012,50,0,3445,0,4.6,1515,1475,1,0
1013,25,8,4300,0,5.2,1790,1635,0,0
1014,11,3,3445,0,4.6,1515,1475,1,0
1015,6,12,3990,1,5.0,1755,1523,4,0
1016,62,17,4300,0,5.2,1790,1635,0,0
1017,100,4,3445,0,4.6,1515,1475,1,0
1018,44,6,3845,1,4.8,1735,1530,3,1
1019,1,19,4300,0,5.2,1790,1635,0,0
1020,6,2,3655,0,4.7,1620,1675,2,0
1021,29,2,3445,0,4.6,1515,1475,1,0
1022,14,10,3445,0,4.6,1515,1475,1,0
1023,29,20,4300,0,5.2,1790,1635,0,0
1024,84,6,3655,0,4.7,1620,1675,2,0
1025,86,6,4300,0,5.2,1790,1635,0,0
1026,24,4,4300,0,5.2,1790,1635,0,0
1027,48,0,3845,1,4.8,1735,1530,3,0
1028,7,10,3845,1,4.8,1735,1530,3,0
1029,83,2,3845,1,4.8,1735,1530,3,0
1030,0,6,4300,0,5.2,1790,1635,0,0
1031,3,6,3445,0,4.6,1515,1475,1,0
1032,93,6,4300,0,5.2,1790,1635,0,0
1033,26,10,3845,1,4.8,1735,1530,3,0
1034,93,10,3845,1,4.8,1735,1530,3,0
1035,4,1,3445,0,4.6,1515,1475,1,0
1036,2,0,3445,0,4.6,1515,1475,1,0
1037,86,11,3445,0,4.6,1515,1475,1,0
1038,83,4,4300,0,5.2,1790,1635,0,0
1039,91,2,3845,1,4.8,1735,1530,3,0
1040,63,4,4300,0,5.2,1790,1635,0,0
1041,59,10,3845,1,4.8,1735,1530,3,0
1042,90,6,3845,1,4.8,1735,1530,3,0
1043,86,12,4300,0,5.2,1790,1635,0,0
1044,84,4,4300,0,5.2,1790,1635,0,1
1045,61,8,3445,0,4.6,1515,1475,1,0
1046,100,6,3655,0,4.7,1620,1675,2,0
1047,64,2,4300,0,5.2,1790,1635,0,0
1048,92,0,3655,0,4.7,1620,1675,2,1
1049,97,4,3990,1,5.0,1755,1523,4,0
1050,18,17,3445,0,4.6,1515,1475,1,0
1051,17,11,3445,0,4.6,1515,1475,1,0
1052,52,2,3445,0,4.6,1515,1475,1,0
1053,22,3,4300,0,5.2,1790,1635,0,0
1054,93,4,4300,0,5.2,1790,1635,0,0
1055,15,4,4300,0,5.2,1790,1635,0,0
1056,97,4,3845,1,4.8,1735,1530,3,0
1057,53,3,3445,0,4.6,1515,1475,1,0
1058,6,2,4300,0,5.2,1790,1635,0,0
1059,17,6,3445,0,4.6,1515,1475,1,0
1060,46,2,3445,0,4.6,1515,1475,1,0
1061,35,7,3445,0,4.6,1515,1475,1,0
1062,3,4,3675,2,4.5,1475,1825,6,0
1063,98,8,3990,1,4.85,1745,1500,3,0
1064,93,6,3845,1,4.8,1735,1530,3,0
1065,88,4,4300,0,5.2,1790,1635,0,0
1066,71,1,3445,0,4.6,1515,1475,1,0
1067,104,10,3845,1,4.8,1735,1530,3,0
1068,87,11,3845,1,4.8,1735,1530,3,0
1069,103,4,4300,0,5.2,1790,1635,0,0
1070,60,17,3675,2,4.5,1475,1825,6,1
1071,82,11,3845,1,4.8,1735,1530,3,0
1072,52,2,3990,1,5.0,1755,1523,4,0
1073,34,5,3445,0,4.6,1515,1475,1,0
1074,81,6,3731,1,5.0,1579,1490,5,0
1075,48,2,3445,0,4.6,1515,1475,1,0
1076,44,1,4300,0,5.2,1790,1635,0,0
1077,82,4,3655,0,4.7,1620,1675,2,0
1078,63,15,3445,0,4.6,1515,1475,1,0
1079,61,2,3655,0,4.7,1620,1675,2,0
1080,23,15,3655,0,4.7,1620,1675,2,0
1081,19,1,3445,0,4.6,1515,1475,1,0
1082,94,10,3990,1,4.85,1745,1500,3,0
1083,2,2,3445,0,4.6,1515,1475,1,0
1084,79,19,3675,2,4.5,1475,1825,6,0
1085,29,4,3845,1,4.8,1735,1530,3,0
1086,80,2,3445,0,4.6,1515,1475,1,0
1087,7,3,3655,0,4.7,1620,1675,2,0
1088,50,0,4300,0,5.2,1790,1635,0,0
1089,92,11,3845,1,4.8,1735,1530,3,0
1090,91,21,3845,1,4.8,1735,1530,3,0
1091,7,4,4300,0,5.2,1790,1635,0,0
1092,8,6,4300,0,5.2,1790,1635,0,0
1093,0,6,4300,0,5.2,1790,1635,0,1
1094,24,2,3445,0,4.6,1515,1475,1,0
1095,102,4,3845,1,4.8,1735,1530,3,0
1096,30,4,3995,1,4.9,1695,1501,4,0
1097,56,6,3845,1,4.8,1735,1530,3,0
1098,100,7,3990,1,5.0,1755,1523,4,0
1099,7,4,3995,1,4.9,1695,1501,4,0
1100,90,11,3990,1,4.85,1745,1500,3,1
1101,97,11,4300,0,5.2,1790,1635,0,0
1102,21,11,3845,1,4.8,1735,1530,3,0
1103,40,4,3995,1,4.8,1735,1515,3,0
1104,86,0,3731,1,5.0,1579,1490,5,0
1105,90,2,4300,0,5.2,1790,1635,0,0
1106,60,2,4300,0,5.2,1790,1635,0,0
1107,5,1,3445,0,4.6,1515,1475,1,0
1108,91,1,3445,0,4.6,1515,1475,1,0
1109,49,2,3445,0,4.6,1515,1475,1,0
